id,name,category,identity_verified,website_verified,fees_verified,placements_verified,seats_verified,cutoffs_verified,rankings_verified,primary_source_fees,primary_source_placements,primary_source_seats,fees_status,placements_status,seats_status
"U-0401","Jaipur National University, Jaipur","Legacy Core","true","true","","","","","","Fee Regulation Slab — Rajasthan (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0400","Jain Vishva Bharati Institute, Nagaur","Legacy Core","true","true","","","","","","Fee Regulation Slab — Rajasthan (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0399","Jai Narain Vyas University, Jodhpur","Legacy Core","true","true","","","","","","Fee Regulation Slab — Rajasthan (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0991","BIKANER TECHNICAL UNIVERSITY","Legacy Core","true","true","","","","","","Fee Regulation Slab — Rajasthan (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0785","PANDIT DEENDAYAL UPADHYAYA SHEKHAWATI UNIVERSITY","Legacy Core","true","true","","","","","","Fee Regulation Slab — Rajasthan (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0398","Jagannath University, Jaipur","Legacy Core","true","true","","","","","","Fee Regulation Slab — Rajasthan (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0397","Jagadguru Ramanandacharya Rajasthan Sanskrit University, Jaipur","Legacy Core","true","true","","","","","","Fee Regulation Slab — Rajasthan (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0396","Institute of Advanced Studies in Education, Churu","Legacy Core","true","true","","","","","","Fee Regulation Slab — Rajasthan (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0394","IIS (Deemed to be University), Jaipur","Legacy Core","true","true","","","","","","Fee Regulation Slab — Rajasthan (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0393","Dr K N Modi University, Tonk","Legacy Core","true","true","","","","","","Fee Regulation Slab — Rajasthan (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0392","Central University of Rajasthan, Jaipur","Legacy Core","true","true","","","","","","Fee Regulation Slab — Rajasthan (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0391","Birla Institute of Technology & Sciences, Pilani","Legacy Core","true","true","true","","","","true","TNEA 2024 Official Notification","NIRF 2024","None","official_verified","legacy","unavailable"
"U-0390","Bhagwant University,  Ajmer","Legacy Core","true","true","","","","","","Fee Regulation Slab — Rajasthan (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0389","Banasthali Vidyapith","Legacy Core","true","true","","true","","","","Fee Regulation Slab — Rajasthan (2024-25)","NIRF 2024","None","legacy","official_verified","unavailable"
"U-0388","Amity University Rajasthan, Jaipur","Legacy Core","true","true","","","","","","Fee Regulation Slab — Rajasthan (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0387","Kota University, Kota","Legacy Core","true","true","","","","","","Fee Regulation Slab — Rajasthan (2024-25)","None","None","legacy","unavailable","unavailable"
"U-1029","SHYAM UNIVERSITY","Legacy Core","true","true","","","","","","Fee Regulation Slab — Rajasthan (2024-25)","None","None","legacy","unavailable","unavailable"
"U-1030","RAJASTHAN ILD SKILLS UNIVERSITY, JAIPUR","Legacy Core","true","true","","","","","","Fee Regulation Slab — Rajasthan (2024-25)","None","None","legacy","unavailable","unavailable"
"U-1031","LORDS UNIVERSITY","Legacy Core","true","true","","","","","","Fee Regulation Slab — Rajasthan (2024-25)","None","None","legacy","unavailable","unavailable"
"U-1038","APEX UNIVERSITY","Legacy Core","true","true","","","","","","Fee Regulation Slab — Rajasthan (2024-25)","None","None","legacy","unavailable","unavailable"
"U-1039","SHRI KHUSHAL DAS UNIVERSITY, PILIBANAGA","Legacy Core","true","true","","","","","","Fee Regulation Slab — Rajasthan (2024-25)","None","None","legacy","unavailable","unavailable"
"U-1059","Haridev Joshi University of Journalism & Mass Communication","Legacy Core","true","true","","","","","","Fee Regulation Slab — Rajasthan (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0607","Homoeopathy University, Jaipur","Legacy Core","true","true","","","","","","Fee Regulation Slab — Rajasthan (2024-25)","None","None","legacy","unavailable","unavailable"
"U-1079","NIRWAN UNIVERSITY","Legacy Core","true","true","","","","","","Fee Regulation Slab — Rajasthan (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0758","PACIFIC MEDICAL UNIVERSITY","Legacy Core","true","true","","","","","","Fee Regulation Slab — Rajasthan (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0756","UNIVERSITY OF ENGINEERING AND MANAGEMENT","Legacy Core","true","true","","","","","","Fee Regulation Slab — Rajasthan (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0752","POORNIMA UNIVERSITY","Legacy Core","true","true","","","","","","Fee Regulation Slab — Rajasthan (2024-25)","None","None","legacy","unavailable","unavailable"
"U-1112","DR BHIMRAO AMBEDKAR LAW UNIVERSITY","Legacy Core","true","true","","","","","","Fee Regulation Slab — Rajasthan (2024-25)","None","None","legacy","unavailable","unavailable"
"U-1115","SHRI KALLAJI VEDIC VISHVAVIDYALAYA","Legacy Core","true","true","","","","","","Fee Regulation Slab — Rajasthan (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0749","MANIPAL UNIVERSITY, JAIPUR","Legacy Core","true","true","","","","","","Fee Regulation Slab — Rajasthan (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0748","VIVEKANANDA GLOBAL UNIVERSITY","Legacy Core","true","true","","","","","","Fee Regulation Slab — Rajasthan (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0746","GEETANJALI UNIVERSITY","Legacy Core","true","true","","","","","","Fee Regulation Slab — Rajasthan (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0741","JECRC UNIVERSITY","Legacy Core","true","true","","","","","","Fee Regulation Slab — Rajasthan (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0732","MAHATMA GANDHI UNIVERSITY OF MEDICAL SCIENCES AND TECHNOLOGY, JAIPUR","Legacy Core","true","true","","","","","","Fee Regulation Slab — Rajasthan (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0709","TANTIA UNIVERSITY, SRI GANGANAGAR","Legacy Core","true","true","","","","","","Fee Regulation Slab — Rajasthan (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0705","SKN AGRICULTURE UNIVERSITY, JOBNER","Legacy Core","true","true","","","","","","Fee Regulation Slab — Rajasthan (2024-25)","None","None","legacy","unavailable","unavailable"
"U-1190","RAJASTHAN AYURVEDIC NURSING COUNCIL","Legacy Core","true","","","","","","","Fee Regulation Slab — Rajasthan (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0704","AGRICULTURE UNIVERSITY, KOTA","Legacy Core","true","true","","","","","","Fee Regulation Slab — Rajasthan (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0703","AGRICULTURE UNIVERSITY, JODHPUR","Legacy Core","true","true","","","","","","Fee Regulation Slab — Rajasthan (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0698","MADHAV UNIVERSITY","Legacy Core","true","true","","","","","","Fee Regulation Slab — Rajasthan (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0693","SANGAM UNIVERSITY, BHILWARA","Legacy Core","true","true","","","","","","Fee Regulation Slab — Rajasthan (2024-25)","None","None","legacy","unavailable","unavailable"
"U-1210","MBM UNIVERSITY","Legacy Core","true","true","","","","","","Fee Regulation Slab — Rajasthan (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0692","MAULANA AZAD UNIVERSITY, JODHPUR","Legacy Core","true","true","","","","","","Fee Regulation Slab — Rajasthan (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0679","SARDAR PATEL UNIVERSITY OF POLICE, SECURITY AND CRIMINAL JUSTICE","Legacy Core","true","true","","","","","","Fee Regulation Slab — Rajasthan (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0657","JK LAKSHMIPAT UNIVERSITY","Legacy Core","true","true","","","","","","Fee Regulation Slab — Rajasthan (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0640","RAFFLES UNIVERSITY","Legacy Core","true","true","","","","","","Fee Regulation Slab — Rajasthan (2024-25)","None","None","legacy","unavailable","unavailable"
"U-1300","JAI MINESH ADIVASI UNIVERSITY","Legacy Core","true","","","","","","","Fee Regulation Slab — Rajasthan (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0833","NIIT UNIVERSITY","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Rajasthan (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0836","BHUPAL NOBLES' UNIVERSITY","Legacy Core","true","true","","","","","","Fee Regulation Slab — Rajasthan (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0842","MAHARISHI ARVIND UNIVERSITY","Legacy Core","true","true","","","","","","Fee Regulation Slab — Rajasthan (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0847","RNB GLOBAL UNIVERSITY","Legacy Core","true","true","","","","","","Fee Regulation Slab — Rajasthan (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0851","IIHMR UNIVERSITY","Legacy Core","true","true","","","","","","Fee Regulation Slab — Rajasthan (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0870","SAI TIRUPATI UNIVERSITY","Legacy Core","true","true","","","","","","Fee Regulation Slab — Rajasthan (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0429","Eastern Institute for Integrated Learning in Management University, Jorethang","Legacy Core","true","true","","","","","","Fee Regulation Slab — Sikkim (2024-25)","None","None","legacy","unavailable","unavailable"
"U-1208","MEDHAVI SKILLS UNIVERSITY","Legacy Core","true","true","","","","","","Fee Regulation Slab — Sikkim (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0432","The ICFAI University Sikkim","Legacy Core","true","true","","","","","","Fee Regulation Slab — Sikkim (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0431","Sikkim Manipal University, Gangtok","Legacy Core","true","true","","","","","","Fee Regulation Slab — Sikkim (2024-25)","None","None","legacy","unavailable","unavailable"
"U-1027","KHANGCHENDZONGA STATE UNIVERSITY","Legacy Core","true","true","","","","","","Fee Regulation Slab — Sikkim (2024-25)","None","None","legacy","unavailable","unavailable"
"U-1350","Sikkim Global Technical University","Legacy Core","true","","","","","","","Fee Regulation Slab — Sikkim (2024-25)","None","None","legacy","unavailable","unavailable"
"U-1234","SIKKIM SKILL UNIVERSITY","Legacy Core","true","true","","","","","","Fee Regulation Slab — Sikkim (2024-25)","None","None","legacy","unavailable","unavailable"
"U-1225","SIKKIM ALPINE UNIVERSITY","Legacy Core","true","true","","","","","","Fee Regulation Slab — Sikkim (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0764","SHRI RAMASAMY MEMORIAL UNIVERSITY","Legacy Core","true","true","","","","","","Fee Regulation Slab — Sikkim (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0430","Sikkim  University, Gangtok","Legacy Core","true","true","","","","","","Fee Regulation Slab — Sikkim (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0433","Sikkim Professional University, Tadong","Legacy Core","true","true","","","","","","Fee Regulation Slab — Sikkim (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0449","Central University of Tamil Nadu, Tiruvarur","Legacy Core","true","true","","","","","","Fee Regulation Slab — Tamil Nadu (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0492","VINAYAKA MISSIONs RESEARCH FOUNDATION, SALEM","Legacy Core","true","true","","","","","","Fee Regulation Slab — Tamil Nadu (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0448","Bharathidasan University, Tiruchirappalli","Legacy Core","true","true","","","","","","Fee Regulation Slab — Tamil Nadu (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0481","Tamil Nadu Dr. M.G.R. Medical University , Chennai","Legacy Core","true","true","","","","","","Fee Regulation Slab — Tamil Nadu (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0454","Hindustan Institute of Technology and Science, Kancheepuram","Legacy Core","true","true","true","","","","true","TNEA 2024 Official Notification","NIRF 2024","None","official_verified","legacy","legacy"
"U-1141","DHANALAKSHMI SRINIVASAN UNIVERSITY","Legacy Core","true","true","","","","","","Fee Regulation Slab — Tamil Nadu (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0447","Bharathiar University, Coimbatore","Legacy Core","true","true","","","","","","Fee Regulation Slab — Tamil Nadu (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0469","Periyar Maniammai Institute of Science & Technology, Thanjavur","Legacy Core","true","true","true","","","","","TNEA 2024 Official Notification","None","None","official_verified","unavailable","legacy"
"U-0462","Madras University, Chennai","Legacy Core","true","true","","","","","","Fee Regulation Slab — Tamil Nadu (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0475","SAVEETHA INSTITUTE OF MEDICAL AND TECHNICAL SCIENCES (DEEMED TO BE UNIVERSITY)","Legacy Core","true","true","","","","","","Fee Regulation Slab — Tamil Nadu (2024-25)","None","None","legacy","unavailable","unavailable"
"U-1153","SHIV NADAR UNIVERSITY","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Tamil Nadu (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0486","Tamilnadu Physical Education and Sports University, Chennai","Legacy Core","true","true","","","","","","Fee Regulation Slab — Tamil Nadu (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0474","Sathyabama Institute of Science & Technology, Chennai","Legacy Core","true","true","true","","","","","TNEA 2024 Official Notification","None","None","official_verified","unavailable","legacy"
"U-0465","Meenakshi Academy of Higher Education and Research, Chennai","Legacy Core","true","true","","","","","","Fee Regulation Slab — Tamil Nadu (2024-25)","NIRF 2024","None","legacy","legacy","unavailable"
"U-0472","Rajiv Gandhi National Instiute of Youth Development, Sriperumbudur","Legacy Core","true","true","","","","","","Fee Regulation Slab — Tamil Nadu (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0665","TAMIL NADU FISHERIES UNIVERSITY","Legacy Core","true","true","","","","","","Fee Regulation Slab — Tamil Nadu (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0458","Kalasalingam Academy of Research and Education","Legacy Core","true","true","","true","","","true","Fee Regulation Slab — Tamil Nadu (2024-25)","NIRF 2024","None","legacy","official_verified","unavailable"
"U-0463","Madurai Kamaraj University, Madurai","Legacy Core","true","true","","","","","","Fee Regulation Slab — Tamil Nadu (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0460","Karunya Institute of Technology and Sciences, Coimbatore","Legacy Core","true","true","true","","","","true","TNEA 2024 Official Notification","None","None","official_verified","unavailable","legacy"
"U-0446","Bharath Institute of Higher Education & Research","Legacy Core","true","true","true","","","","true","AFRC UP 2024-25 Official Order","None","None","official_verified","unavailable","unavailable"
"U-0478","Sri Ramachandra Institute of Higher Education and Research (Deemed University)","Legacy Core","true","true","","","","","","Fee Regulation Slab — Tamil Nadu (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0468","Noorul Islam Centre for Higher Education, Kanyakumari","Legacy Core","true","true","","","","","","Fee Regulation Slab — Tamil Nadu (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0461","M.G.R. Educational and Research Institute, Chennai","Legacy Core","true","true","","","","","","Fee Regulation Slab — Tamil Nadu (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0477","Sri Chandrasekharendra Saraswathi Viswa Mahavidyalaya, Kancheepuram","Legacy Core","true","true","","","","","","Fee Regulation Slab — Tamil Nadu (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0476","Shanmugha Arts, Science, Technology & Reserch Academy (SASTRA), Thanjavur","Legacy Core","true","true","true","","","","","TNEA 2024 Official Notification","None","None","official_verified","unavailable","legacy"
"U-0445","B.S. Abdur Rahman Crescent Institute of Science & Technology","Legacy Core","true","true","true","","","","","TNEA 2024 Official Notification","None","None","official_verified","unavailable","legacy"
"U-0466","Mother Teresa Women's University, Kodaikanal","Legacy Core","true","true","","","","","","Fee Regulation Slab — Tamil Nadu (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0444","Avinashilingam Institute for Home Science & Higher Education for Women, Coimbatore","Legacy Core","true","true","","","","","","Fee Regulation Slab — Tamil Nadu (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0443","Annamalai University, Annamalainagar","Legacy Core","true","true","","","","","","Fee Regulation Slab — Tamil Nadu (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0485","Tamilnadu Agricultural University, Coimbatore","Legacy Core","true","true","","","","","","Fee Regulation Slab — Tamil Nadu (2024-25)","None","None","legacy","unavailable","unavailable"
"U-1331","NATIONAL INSTITUTE OF TECHNICAL TEACHERS TRAINING AND RESEARCH, CHENNAI","Legacy Core","true","","true","","","","","AFRC MP 2024-25 Order No. 147","None","None","official_verified","unavailable","unavailable"
"U-0439","Anna University, Chennai","Legacy Core","true","true","","","","","","Fee Regulation Slab — Tamil Nadu (2024-25)","None","None","legacy","legacy","unavailable"
"U-0436","Amrita Vishwa Vidyapeetham, Coimbatore","Legacy Core","true","true","true","true","","","true","Amrita University Fee Structure 2024-25","NIRF 2024","None","official_verified","official_verified","unavailable"
"U-1317","NATIONAL INSTITUTE OF FOOD TECHNOLOGY, ENTREPRENEURSHIP AND MANAGEMENT -THANJAVUR","Legacy Core","true","true","true","","","","","TNEA 2024 Official Notification","None","None","official_verified","unavailable","legacy"
"U-0435","Alagappa University, Alagappa Nagar, Karaikudi","Legacy Core","true","true","","","","","","Fee Regulation Slab — Tamil Nadu (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0434","Academy of Maritime Education and Training, Chennai","Legacy Core","true","true","","","","","","Fee Regulation Slab — Tamil Nadu (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0471","Ponnaiyah Ramajayam Institute of Science & Technology, Thanjavur","Legacy Core","true","true","true","","","","","TNEA 2024 Official Notification","None","None","official_verified","unavailable","legacy"
"U-0470","Periyar University, Salem","Legacy Core","true","true","","","","","","Fee Regulation Slab — Tamil Nadu (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0450","Chennai Mathematical  Institute, Chennai","Legacy Core","true","true","","","","","","Fee Regulation Slab — Tamil Nadu (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0484","Tamil Univesity, Thanjavur","Legacy Core","true","true","","","","","","Fee Regulation Slab — Tamil Nadu (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0451","Chettinad Academy of Research & Education, Kancheepuram","Legacy Core","true","true","","","","","","Fee Regulation Slab — Tamil Nadu (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0482","Tamil Nadu Open University, Chennai","Legacy Core","true","true","","","","","","Fee Regulation Slab — Tamil Nadu (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0491","Vels Institute of Science, Technology and Advanced Studies, Chennai","Legacy Core","true","true","true","","","","true","TNEA 2024 Official Notification","NIRF 2024","None","official_verified","legacy","legacy"
"U-0452","Dakshina Bharat Hindi Prachar Sabha","Legacy Core","true","true","","","","","","Fee Regulation Slab — Tamil Nadu (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0473","S.R.M. Institute of Science & Technology, Chennai","Legacy Core","true","true","true","","","","true","TNEA 2024 Official Notification","NIRF 2024","None","official_verified","legacy","legacy"
"U-0464","Manonmaniam Sundaranar University, Tirunelveli","Legacy Core","true","true","","","","","","Fee Regulation Slab — Tamil Nadu (2024-25)","None","None","legacy","unavailable","unavailable"
"U-1128","SAI UNIVERSITY","Legacy Core","true","true","true","","","","","AFRC MP 2024-25 Order No. 147","None","None","official_verified","unavailable","unavailable"
"U-0453","Gandhigram Rural Institute, Dindigul","Legacy Core","true","true","","","","","","Fee Regulation Slab — Tamil Nadu (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0483","Tamil Nadu Teachers Education University, Chennai","Legacy Core","true","true","","","","","","Fee Regulation Slab — Tamil Nadu (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0459","Karpagam Academy of Higher Education, Coimbatore","Legacy Core","true","true","","","","","","Fee Regulation Slab — Tamil Nadu (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0983","THE TAMILNADU DR. J JAYALALITHAA MUSIC AND FINE ARTS UNIVERSITY","Legacy Core","true","true","","","","","","Fee Regulation Slab — Tamil Nadu (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0489","Vel Tech Rangarajan Dr. Sagunthala R & D Institute of Science & Technology, Chennai","Legacy Core","true","true","true","","","","","TNEA 2024 Official Notification","None","None","official_verified","unavailable","legacy"
"U-0680","TAMIL NADU NATIONAL LAW UNIVERSITY","Legacy Core","true","true","","","","","","Fee Regulation Slab — Tamil Nadu (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0480","Tamil Nadu Dr. Ambedkar Law University, Chennai","Legacy Core","true","true","","","","","","Fee Regulation Slab — Tamil Nadu (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0488","Thiruvalluvar Univeristy, Vellore","Legacy Core","true","true","","","","","","Fee Regulation Slab — Tamil Nadu (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0487","Tamilnadu Veterinary & Animal Sciences University, Chennai","Legacy Core","true","true","","","","","","Fee Regulation Slab — Tamil Nadu (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0479","St. Peter's Institute of Higher Education and Research, Chennai","Legacy Core","true","true","","","","","","Fee Regulation Slab — Tamil Nadu (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0457","Indian Maritime University","Legacy Core","true","true","","","","","","Fee Regulation Slab — Tamil Nadu (2024-25)","None","None","legacy","unavailable","unavailable"
"U-1232","JEPPIAR UNIVERSITY","Legacy Core","true","true","","","","","","Fee Regulation Slab — Tamil Nadu (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0023","Maulana Azad National Urdu University, Hyderabad","Legacy Core","true","true","","","","","","Fee Regulation Slab — Telangana (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0012","ICFAI Foundation for Higher Education, Hyderabad","Legacy Core","true","true","","","","","","Fee Regulation Slab — Telangana (2024-25)","None","None","legacy","unavailable","unavailable"
"U-1088","CHAITANYA (DEEMED TO BE UNIVERSITY)","Legacy Core","true","true","","","","","","Fee Regulation Slab — Telangana (2024-25)","None","None","legacy","legacy","unavailable"
"U-0029","Potti Sri Ramulu Telugu University, Hyderabad","Legacy Core","true","true","","","","","","Fee Regulation Slab — Telangana (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0007","Dr. B. R. Ambedkar Open University, Hyderabad","Legacy Core","true","true","","","","","","Fee Regulation Slab — Telangana (2024-25)","None","None","legacy","unavailable","unavailable"
"U-1118","NATIONAL INSTITUTE OF PHARMACEUTICAL EDUCATION AND RESEARCH (NIPER) HYDERABAD","Legacy Core","true","true","","","","","","Fee Regulation Slab — Telangana (2024-25)","None","None","legacy","unavailable","unavailable"
"U-1119","MAHINDRA UNIVERSITY","Legacy Core","true","true","","","","","","Fee Regulation Slab — Telangana (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0042","University of Hyderabad, Hyderabad","Legacy Core","true","true","true","","","","","TSCHE TAFRC 2024-25 Notification","None","None","official_verified","legacy","unavailable"
"U-0032","Satavahana University, Karimnagar","Legacy Core","true","true","","","","","","Fee Regulation Slab — Telangana (2024-25)","None","None","legacy","unavailable","unavailable"
"U-1324","Aurora Higher Education and Research Academy","Legacy Core","true","","","","","","","Fee Regulation Slab — Telangana (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0784","PROFESSOR JAYASHANKAR TELANGANA STATE AGRICULTURAL UNIVERSITY","Legacy Core","true","true","","","","","","Fee Regulation Slab — Telangana (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0017","Jawaharlal Nehru Technological University, Hyderabad","Legacy Core","true","true","true","","","","","JNU Fee Structure 2024-25","None","None","official_verified","unavailable","unavailable"
"U-1318","SR University","Legacy Core","true","true","","","","","","Fee Regulation Slab — Telangana (2024-25)","None","None","legacy","unavailable","unavailable"
"U-1108","ALL INDIA INSTITUTE OF MEDICAL SCIENCE  BIBINAGAR","Legacy Core","true","true","","","","","","Fee Regulation Slab — Telangana (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0028","Palamuru University,  Mahabubnagar","Legacy Core","true","true","","","","","","Fee Regulation Slab — Telangana (2024-25)","None","None","legacy","unavailable","unavailable"
"U-1137","WOXSEN UNIVERSITY","Legacy Core","true","true","","","","","","Fee Regulation Slab — Telangana (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0026","Nizam Institute of Medical Sciences,  Hyderabad","AIIMS","true","true","","","","","","Fee Regulation Slab — Telangana (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0014","International Institute of Information Technology, Hyderabad","Legacy Core","true","true","true","true","","","true","TSCHE TAFRC 2024-25 Notification","NIRF 2024","None","official_verified","official_verified","unavailable"
"U-0869","RAJIV GANDHI UNIVERSITY OF KNOWLEDGE TECHNOLOGIES, BASAR","Legacy Core","true","true","","","","","","Fee Regulation Slab — Telangana (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0867","KALOJI NARAYANA RAO UNIVERSITY OF HEALTH SCIENCES","Legacy Core","true","true","","","","","","Fee Regulation Slab — Telangana (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0040","Telangana University, Nizamabad","Legacy Core","true","true","","","","","","Fee Regulation Slab — Telangana (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0041","The English and Foreign Languages University, Hyderabad","Legacy Core","true","true","","","","","","Fee Regulation Slab — Telangana (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0868","P.V. NARSIMHA RAO TELANGANA VETERINARY UNIVERSITY","Legacy Core","true","true","","","","","","Fee Regulation Slab — Telangana (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0022","Mahatma Gandhi University, Nalgonda","Legacy Core","true","true","","","","","","Fee Regulation Slab — Telangana (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0027","Osmania University, Hyderabad","Legacy Core","true","true","true","","","","","TSCHE TAFRC 2024-25 Notification","None","None","official_verified","legacy","unavailable"
"U-0024","National Academy of Legal Studies & Research (NALSR) University Hyderabad","Legacy Core","true","true","","","","","","Fee Regulation Slab — Telangana (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0018","Jawarharlal Nehru Architecture and Fine Art University Hyderabad","Legacy Core","true","true","","","","","","Fee Regulation Slab — Telangana (2024-25)","None","None","legacy","unavailable","unavailable"
"U-1188","ANURAG UNIVERSITY","Legacy Core","true","true","","","","","","Fee Regulation Slab — Telangana (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0019","Kakatiya University, Warangal","Legacy Core","true","true","","","","","","Fee Regulation Slab — Telangana (2024-25)","None","None","legacy","unavailable","unavailable"
"U-1124","MALLA REDDY UNIVERSITY","Legacy Core","true","true","","","","","","Fee Regulation Slab — Telangana (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0845","SRI KONDA LAXMAN TELANGANA STATE HORTICULTURAL UNIVERSITY (SKLTSHU)","Legacy Core","true","true","","","","","","Fee Regulation Slab — Telangana (2024-25)","None","None","legacy","unavailable","unavailable"
"U-1277","ARYAVART INTERNATIONAL UNIVERSITY","Legacy Core","true","","","","","","","Fee Regulation Slab — Tripura (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0839","MAHARAJA BIR BIKRAM UNIVERSITY, AGARTALA","Legacy Core","true","true","","","","","","Fee Regulation Slab — Tripura (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0494","The Institute of Chartered Financial Analysts of India University, Agartala","Legacy Core","true","true","","","","","","Fee Regulation Slab — Tripura (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0495","Tripura University, Agartala","Legacy Core","true","true","","","","","","Fee Regulation Slab — Tripura (2024-25)","None","None","legacy","unavailable","unavailable"
"U-1302","TECHNO INDIA UNIVERSITY TRIPURA","Legacy Core","true","","","","","","","Fee Regulation Slab — Tripura (2024-25)","None","None","legacy","unavailable","unavailable"
