id,name,category,identity_verified,website_verified,fees_verified,placements_verified,seats_verified,cutoffs_verified,rankings_verified,primary_source_fees,primary_source_placements,primary_source_seats,fees_status,placements_status,seats_status
"C-33424","Kesharwani College, Ranital, Jabalpur","Legacy Core","true","true","true","","","","true","AFRC MP 2024-25 Order No. 147","None","None","official_verified","unavailable","unavailable"
"C-33453","Central India Law Institute,Ranital Jabalpur","Legacy Core","true","true","true","","","","true","AFRC MP 2024-25 Order No. 147","None","None","official_verified","unavailable","unavailable"
"C-33458","Shri Ram Institute of Technology, Jabalpur","Legacy Core","true","true","true","","","","true","AFRC MP 2024-25 Order No. 147","None","None","official_verified","unavailable","unavailable"
"C-33535","Jayant dalal institute of management sutdies","Legacy Core","true","","","","","","true","Fee Regulation Slab — Maharashtra (2024-25)","None","None","legacy","unavailable","unavailable"
"C-33615","Elphinstone College Fort Mumbai 400 032","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Maharashtra (2024-25)","None","None","legacy","unavailable","unavailable"
"C-33661","Lala Lajpatrai Institute of Management  Lala Lajpatrai Marg, Mahalaxmi, Mumbai 400 034","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Maharashtra (2024-25)","None","None","legacy","unavailable","unavailable"
"C-33717","Sophia College for Women Autonomous Bhulabhai Desai Road Mumbai 400 026","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Maharashtra (2024-25)","None","None","legacy","unavailable","unavailable"
"C-33773","Bhartiya Vidya Bhavans Sardar Patel Institute of Technology  Munshi Nagar Andheri Mumbai","Legacy Core","true","true","true","","","","true","TNEA 2024 Official Notification","None","None","official_verified","unavailable","unavailable"
"C-338","Gandhinagar Institute of Technology(SFI),BHOYAN-Khatraj Kalol Road 012","Legacy Core","true","true","true","","","","true","TNEA 2024 Official Notification","None","None","official_verified","unavailable","legacy"
"C-33849","IBSAR Trusts IBSAR Institute of Management Studies Karjat Campus Dahivali Village Karjat Dist-Raigad","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Maharashtra (2024-25)","None","None","legacy","unavailable","unavailable"
"C-33850","St. Fransis Institute of Management & Research Poinsur, S.V.P. Road, Borivali (W), Mumbai - 400 103","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Maharashtra (2024-25)","None","None","legacy","unavailable","unavailable"
"C-33882","St. Francis Institute of Technology (Engineering College)","Legacy Core","true","true","true","","","","true","TNEA 2024 Official Notification","None","None","official_verified","unavailable","unavailable"
"C-33895","Vivekanand Education Societys Institute of Technology","Legacy Core","true","true","true","","","","true","MahaFRA Official Online Portal","None","None","official_verified","unavailable","unavailable"
"C-33898","Pillai HOC Institute of Management Studies & Research","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Maharashtra (2024-25)","None","None","legacy","unavailable","unavailable"
"C-34005","Thakur Institute of Management Studies and Research","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Maharashtra (2024-25)","None","None","legacy","unavailable","unavailable"
"C-34012","Sterling Institute of Management Studies  Plot No.93 93A Sector 19 Nerul (E) Navi Mumbai 400 706","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Maharashtra (2024-25)","None","None","legacy","unavailable","unavailable"
"C-34053","Anjuman-I-Islam's Allana Institute of Management Studies","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Maharashtra (2024-25)","None","None","legacy","unavailable","unavailable"
"C-34190","Maratha Mandirs Babasaheb Gawde Institute of Management Studies Maratha Mandir Marg Mumbai 400 008","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Maharashtra (2024-25)","None","None","legacy","unavailable","unavailable"
"C-34209","Bharati Vidyapeeths Institute of Management Studies & Research","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Maharashtra (2024-25)","None","None","legacy","unavailable","unavailable"
"C-34243","College of Basic Science & Huminities","Legacy Core","true","","","","","","true","Fee Regulation Slab — Gujarat (2024-25)","None","None","legacy","unavailable","unavailable"
"C-34347","Gramaudyogik Shikshan Mandal's Marathwada Institute of Technology, Cidco, Aurangabad.","Legacy Core","true","true","true","","","","true","TNEA 2024 Official Notification","None","None","official_verified","unavailable","unavailable"
"C-34376","Marathwada Institute of Technology Engineering College, Satara Road, Aurangabad.","Legacy Core","true","true","true","","","","true","TNEA 2024 Official Notification","None","None","official_verified","unavailable","unavailable"
"C-34399","Gramaudyogik Shikshan Mandal's, Maharashtra Institute of Technology, Satara Parisar, Aurangabad.","Legacy Core","true","true","true","","","","true","TNEA 2024 Official Notification","None","None","official_verified","unavailable","unavailable"
"C-34419","Rajarshi Shahu  Institute of Management, MIDC, Chikalthana, Aurangabad.","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Maharashtra (2024-25)","None","None","legacy","unavailable","unavailable"
"C-34435","NKSPTS INSTITUTE OF MANAGEMENT","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Maharashtra (2024-25)","None","None","legacy","unavailable","unavailable"
"C-345","Shrimad Rajchandra Institute of Management and Computer Application","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Gujarat (2024-25)","None","None","legacy","unavailable","unavailable"
"C-30765","Rajendra Institute of Technology & Sciences, Sirsa","Legacy Core","true","true","true","","","","true","TNEA 2024 Official Notification","None","None","official_verified","unavailable","unavailable"
"C-34520","M.S.P. Mandal's Deogiri Institute of Technology and Management Studies, Aurangabad.","Legacy Core","true","true","true","","","","true","MahaFRA Official Online Portal","None","None","official_verified","unavailable","unavailable"
"C-34528","BGP'S Hitech Institute of Technology, MIDC, Waluj, Aurangabad.","Legacy Core","true","true","true","","","","true","TNEA 2024 Official Notification","None","None","official_verified","unavailable","unavailable"
"C-34551","Mahatma Gandhi Mission's Institute of Management, Cidco, Aurangabad.","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Maharashtra (2024-25)","None","None","legacy","unavailable","unavailable"
"C-34567","F.K. Multi Education Society's Aurangabad institute of Management Science","Legacy Core","true","","","","","","true","Fee Regulation Slab — Maharashtra (2024-25)","None","None","legacy","unavailable","unavailable"
"C-34593","Mehar Education Trust, Aurangabad Institute of Management Studies","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Maharashtra (2024-25)","None","None","legacy","unavailable","unavailable"
"C-34614","Shri Sai Institute of Management and Research, MIDC Chikalthana, Aurangabad.","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Maharashtra (2024-25)","None","None","legacy","unavailable","unavailable"
"C-308","Laxmi Institute of Technology, Valsad 086","Legacy Core","true","true","true","","","","true","TNEA 2024 Official Notification","None","None","official_verified","unavailable","legacy"
"C-30875","St. Xavier's College","Legacy Core","true","true","true","","","","true","TNEA 2024 Official Notification","None","None","official_verified","unavailable","unavailable"
"C-30914","Sri Vani Institute of Management & Science, Anantapur","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Andhra Pradesh (2024-25)","None","None","legacy","unavailable","unavailable"
"C-30958","PRR Institute of Management, Gooty","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Andhra Pradesh (2024-25)","None","None","legacy","unavailable","unavailable"
"C-30984","Narayana Institute of Management, Tadipatri","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Andhra Pradesh (2024-25)","None","None","legacy","unavailable","unavailable"
"C-31","Bhulabhai Vanmalibhai Patel Institute of Technology(D.S),Umrakh 656","Legacy Core","true","true","true","","","","true","TNEA 2024 Official Notification","None","None","official_verified","unavailable","legacy"
"C-31013","CSIRD Institute of Management, Gooty","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Andhra Pradesh (2024-25)","None","None","legacy","unavailable","unavailable"
"C-31080","GEETA VERMA INSTITUTE OF TECHNOLOGY CHHINDWARA","Legacy Core","true","true","true","","","","true","AFRC MP 2024-25 Order No. 147","None","None","official_verified","unavailable","unavailable"
"C-31137","IITM (INSTITUTE OF IT & MANAGEMENT) SABALGARH","Legacy Core","true","true","true","","","","true","AFRC MP 2024-25 Order No. 147","None","None","official_verified","unavailable","unavailable"
"C-31182","SWAMI VIVEKANAND INSTITUTE OF TECHNOLOGY BALAGHAT","Legacy Core","true","true","true","","","","true","AFRC MP 2024-25 Order No. 147","None","None","official_verified","unavailable","unavailable"
"C-31192","ABACUS INSTITUTE OF TECHNOLOGY & MANAGEMENT PANDHURNA","Legacy Core","true","true","true","","","","true","AFRC MP 2024-25 Order No. 147","None","None","official_verified","unavailable","unavailable"
"C-31288","MICROTECH COMPUTER INSTITUTE OF TECHNOLOGY SIRONJ","Legacy Core","true","true","true","","","","true","AFRC MP 2024-25 Order No. 147","None","None","official_verified","unavailable","unavailable"
"C-31378","KB INSTITUTE OF TECHNOLOGY & MANAGEMENT FAIZABAD","Legacy Core","true","true","true","","","","true","AFRC UP 2024-25 Official Order","None","None","official_verified","unavailable","unavailable"
"C-31379","SAMARPIT COMPUTER INSTITUTE OF TECHNOLOGY BARELI","Legacy Core","true","true","true","","","","true","AFRC MP 2024-25 Order No. 147","None","None","official_verified","unavailable","unavailable"
"C-31427","TATA INSTITUTE OF TECHNOLOGY, SIDHI","Legacy Core","true","true","true","","","","true","AFRC MP 2024-25 Order No. 147","None","None","official_verified","unavailable","unavailable"
"C-31440","UNITY IN-FORMATIVE INSTITUTE OF TECHNOLOGY VIDISHA","Legacy Core","true","true","true","","","","true","AFRC MP 2024-25 Order No. 147","None","None","official_verified","unavailable","unavailable"
"C-31445","ASHA INSTITUTE OF TECHNOLOGY AND SCIENCE (AITS) GWALIOR","Legacy Core","true","true","true","","","","true","AFRC MP 2024-25 Order No. 147","NIRF 2024","None","official_verified","legacy","unavailable"
"C-31452","SUN INSTITUTE OF TECHNOLOGY & MANAGEMENT JAUNPUR","Legacy Core","true","true","true","","","","true","AFRC UP 2024-25 Official Order","None","None","official_verified","unavailable","unavailable"
"C-31489","BHARAT INSTITUTE OF TECHNOLOGY AND SCIENCE DATIA","Legacy Core","true","true","true","","","","true","AFRC MP 2024-25 Order No. 147","NIRF 2024","None","official_verified","legacy","unavailable"
"C-31506","SUNRISE INSTITUTE OF TECHNOLOGY BHOPAL","Legacy Core","true","true","true","","","","true","AFRC MP 2024-25 Order No. 147","None","None","official_verified","unavailable","unavailable"
"C-31519","APEX INSTITUTE OF TECHNOLOGY & MANAGEMENT, MORENA","Legacy Core","true","true","true","","","","true","AFRC MP 2024-25 Order No. 147","None","None","official_verified","unavailable","unavailable"
"C-31550","DIGITAL INSTITUTE OF TECHNOLOGY & SCIENCE KOTMA","Legacy Core","true","true","true","","","","true","AFRC MP 2024-25 Order No. 147","None","None","official_verified","unavailable","unavailable"
"C-31552","PRT INSTITUTE OF TECHNOLOGY & SCIENCE ANUPPUR","Legacy Core","true","true","true","","","","true","AFRC MP 2024-25 Order No. 147","None","None","official_verified","unavailable","unavailable"
"C-31601","Radha Devi R.M. Institute of Management & Research, Bhatkhedi, Neemuch","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Madhya Pradesh (2024-25)","None","None","legacy","unavailable","unavailable"
