id,stableKey,name,state,city,aisheCode,website_present,courses_present,fees_present,fees_verified,rankings_present,placements_present,seats_present,cutoffs_present,source_metadata_present,truth_grade,frontend_fee_visible,frontend_placement_visible,frontend_ranking_visible,num_courses,num_rankings,num_placement_fields,num_fee_fields,num_cutoffs,num_seats
"C-11035","C-11035","Doodhsakhar Mahavidyalaya, BIDRI","Maharashtra","","C-11035","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-11036","C-11036","Karmveer Bhaurao  Patil College,  URUN-ISLAMPUR","Maharashtra","","C-11036","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-11037","C-11037","Rajarshi Chhatrapati Shahu College, Kolhapur","Maharashtra","","C-11037","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-11038","C-11038","Shri. Sant Gadagebaba Mahavidyalaya, KAPASHI","Maharashtra","","C-11038","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-11172","C-11172","Arts and Commerce College, UNDALE","Maharashtra","","C-11172","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-11029","C-11029","Dhananjayrao Gadgil College of Commerce, Satara","Maharashtra","","C-11029","true","true","true","","","true","","","true","legacy","true","","","6","","1","6","",""
"C-11041","C-11041","Yashwant Shikshanshastra Mahavidyalaya (B.Ed. College), Kodoli.","Maharashtra","","C-11041","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-11042","C-11042","Sharirik Shikshan Mahavidyalaya, KURUNDWAD","Maharashtra","","C-11042","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-33521","C-33521","Walavalkar hospital and dignostic centre","Maharashtra","","C-33521","","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-72764","C-72764","PRACHI LAW COLLEGE","Uttar Pradesh","","C-72764","","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-11044","C-11044","Giristhan Arts and Commerce College,  MAHABALESHWAR","Maharashtra","","C-11044","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-11045","C-11045","College of Non Conventional Vocational Courses for Women, Kolhapur.","Maharashtra","","C-11045","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-11047","C-11047","Shree Santkrupa College of Pharmacy, GHOGAON","Maharashtra","","C-11047","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-11048","C-11048","S.B.Khade Mahavidyalaya, KOPARDE","Maharashtra","","C-11048","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-11049","C-11049","Bharati Vidyapeeth Matoshri Bayabai Shripatrao Kadam Kanya Mahavidyalaya, KADEGAON","Maharashtra","","C-11049","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-11050","C-11050","D. R. Mane Mahavidyalaya, Kagal","Maharashtra","","C-11050","true","true","true","","","true","","","true","legacy","true","","","6","","1","6","",""
"C-11051","C-11051","Shivraj College of Arts, Commerce and D.S. Kadam Science College, Gadhinglaj.","Maharashtra","","C-11051","true","true","true","","","true","","","true","legacy","true","","","12","","1","6","",""
"C-11052","C-11052","Dr. Padmasinh Patil College of  Physical Education, MIRAJ","Maharashtra","","C-11052","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-11053","C-11053","Sai Special B.Ed.(H.I.) College, Gijavane, Tal. Gadhinglaj Dist. Kolhapur","Maharashtra","","C-11053","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-33576","C-33576","Centre for research in mental retardation (CREMERE)","Maharashtra","","C-33576","","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-11054","C-11054","Sadguru Gadage Maharaj College, Vidyanagar,   KARAD","Maharashtra","","C-11054","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-11055","C-11055","Rajarambapu College of Sugar Technology, New Bahe Naka, Islampur,","Maharashtra","","C-11055","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-11056","C-11056","Smt. Meenalben Mehta College, Panchgani (Arts, Commerce and Science)","Maharashtra","","C-11056","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-11057","C-11057","Vishwasrao Naik Arts, Commerce & Baba Naik Science Mahavidyalaya, Shirala","Maharashtra","","C-11057","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-11058","C-11058","Textile & Engineering Institute, Rajwada Chowk, ICHALKARNJI","Maharashtra","","C-11058","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-11059","C-11059","Vivekanand College, Kolhapur","Maharashtra","","C-11059","true","true","true","","","true","","","true","legacy","true","","","24","","1","6","",""
"C-1106","C-1106","Sarvajanik B. Ed. College","Gujarat","","C-1106","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-11060","C-11060","Bharati Vidyapeeth's Yashwantrao Chavan  Law College,  MALKAPUR KARAD,","Maharashtra","","C-11060","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-11061","C-11061","Mudhoji College,  PHALTAN","Maharashtra","","C-11061","true","true","true","","","true","","","true","legacy","true","","","18","","1","6","",""
"C-11062","C-11062","Raja Shivchhatrapati Arts and Commerce College, MAHAGAON","Maharashtra","","C-11062","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-33679","C-33679","Unichem laboratories ltd","Maharashtra","","C-33679","","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-11063","C-11063","Sadashivrao Mandlik Mahavidyalaya,  MURGUD","Maharashtra","","C-11063","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-11064","C-11064","Tukaram Krishnaji Kolekar Arts and Commerce College, Nesari, Tal-Gadhinglaj, Dist. Kolhapur, M.S.","Maharashtra","","C-11064","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-11065","C-11065","Kratisinh Nana Patil Mahavidyalaya, WALAWE","Maharashtra","","C-11065","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-11066","C-11066","Sau. Shobhakaki Babar Kanya Mahavidyalaya, Vita Tal. Khanapur Dist. Sangli","Maharashtra","","C-11066","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-11067","C-11067","Rajarambapu College of Pharmacy, KASEGAON,","Maharashtra","","C-11067","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-11068","C-11068","Shri Shiv-Shahu Mahavidyalaya, SARUD","Maharashtra","","C-11068","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-11069","C-11069","Krantiagrani Dr. G. D. Bapu Lad Mahavidyalaya, Kundal","Maharashtra","","C-11069","true","true","true","","","true","","","true","legacy","true","","","6","","1","6","",""
"C-1107","C-1107","Shree Babdeshwar Sanskrit Mahavidyalaya, Porbandar","Gujarat","","C-1107","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-11070","C-11070","Arts, Commerce & Science College, PALUS","Maharashtra","","C-11070","true","true","true","","","true","","","true","legacy","true","","","12","","1","6","",""
"C-11071","C-11071","Shri Raosaheb Ramrao Patil Mahavidyalaya,  SAVALAJ","Maharashtra","","C-11071","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-12118","C-12118","R.P. DEGREE COLLEGE, KAMALGANJ,","Uttar Pradesh","","C-12118","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-33693","C-33693","Konkan Education Societys Narayan Nagu Patil Engineering College Pen Dist.Raigad","Maharashtra","","C-33693","","","true","true","","true","","","true","official_verified","true","","","","","1","6","",""
"C-11072","C-11072","Deshbhakta Ratnappa Kumbhar College of Commerce","Maharashtra","","C-11072","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-11073","C-11073","Mhaisal Mahavidyalaya, Mhaisal","Maharashtra","","C-11073","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-12860","C-12860","Snatak College Islampur","Bihar","","C-12860","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-11074","C-11074","Nanasaheb Mahadik College of Engineering, Pune - Banglore High way (NH4) Tal. Walwa","Maharashtra","","C-11074","true","","true","true","","true","","","true","official_verified","true","","","","","7","6","",""
"C-11075","C-11075","Yashoda Technical Campus, Satara","Maharashtra","","C-11075","true","true","true","","","true","","","true","legacy","true","","","126","","1","6","",""
"C-11076","C-11076","Yashwantrao Chavan College of Science,  KARAD","Maharashtra","","C-11076","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-11077","C-11077","Late Narayandas Bhavandas Chabada Institute of Pharmacy,","Maharashtra","","C-11077","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-11078","C-11078","Shree Maharani Tarabai Government College of Education, Kolhapur","Maharashtra","","C-11078","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-11079","C-11079","Smt. Putalaben Shah College of Education, Rajwada, Sangli","Maharashtra","","C-11079","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-1108","C-1108","Shree Swaminarayan Sanskrit Mahavidyalaya, Jetalpur","Gujarat","","C-1108","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-33753","C-33753","Kishinchand Chellaram College Dinshaw Wachha Road  Churchgate Mumbai  400 020","Maharashtra","","C-33753","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-11080","C-11080","Arts and Commerce College, MAYANI","Maharashtra","","C-11080","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-11081","C-11081","Gauri Shankar Institute of Pharmasutical Education and Research","Maharashtra","","C-11081","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-11082","C-11082","Bharati Vidyapeeth's Dr. Patangrao Kadam Mahavidyalaya, Sangli","Maharashtra","","C-11082","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-11083","C-11083","Vasant College of Education, URUN  ISLAMPUR","Maharashtra","","C-11083","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-11084","C-11084","Jaysingpur  College, JAYSINGPUR","Maharashtra","","C-11084","true","true","true","","","true","","","true","legacy","true","","","6","","1","6","",""
"C-11085","C-11085","Arts and Commerce College, 51, Yadogopal Peth","Maharashtra","","C-11085","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-11086","C-11086","Appasaheb Birnale College of Pharmacy, South Shivajinagar,Sangli Miraj Road,","Maharashtra","","C-11086","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-11087","C-11087","Miraj Mahavidyalaya, 705 1 Budhagaonkar Mala, Near Govt. Milk Dairy, MIRAJ","Maharashtra","","C-11087","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-11088","C-11088","Shri Shahaji Chhatrapati Mahavidyalaya,Dasara Chowk,","Maharashtra","","C-11088","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-11089","C-11089","College of Education (B.Ed.), Peth Vadgaon","Maharashtra","","C-11089","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-33790","C-33790","The Institute of Science  Fort Mumbai  400 032","Maharashtra","","C-33790","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-1109","C-1109","Bhagwan Yagyavalkya Ved Sanskrit Mahavidyalaya, Mudeti","Gujarat","","C-1109","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-11090","C-11090","D. D. Shinde Sarkar College, Bhavani Mandap, Kolhapur","Maharashtra","","C-11090","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-11091","C-11091","Bharati Vidyapeeth's College of Pharmacy,  Morewadi, Near Chitranagari, Kolhapur","Maharashtra","","C-11091","true","","true","true","","true","","","true","official_verified","true","","","","","1","6","",""
"C-11092","C-11092","Shri Ambabai Talim Sanstha, Sanjay Bhokare Group of Institutes, Faculty of Management,  Tilak Nagar, Miraj-Sangli Road, Miraj  416 414, Dist-Sangli.","Maharashtra","","C-11092","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-11093","C-11093","Hon.Shri Annasaheb Dange College of Education (B.Ed..), Ashta","Maharashtra","","C-11093","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-11094","C-11094","Karmaveer Bahurao Patil Institute of Management  Studies & Research,","Maharashtra","","C-11094","true","","true","","true","","","","true","legacy","true","","true","","1","","6","",""
"C-11095","C-11095","Azad College of Education, Campus,","Maharashtra","","C-11095","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-11096","C-11096","Padmabhushan Dr. Vasantraodada Patil Mahavidyalaya,  TASGAON","Maharashtra","","C-11096","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-11097","C-11097","Deccan College of Interiar Design, Cosmos Commercial Complex, 3rd Floor,Station Road, New Shahupuri,","Maharashtra","","C-11097","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
